feature_set,heldout_named_contexts,pooled_rows,pooled_errors,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1_all_classes,pooled_weighted_f1
core,6,14127,620,0.956112408862462,0.9704965886929392,0.8672428164327857,0.9684094184513485
minimal_context,6,14127,3304,0.7661216110993134,0.5994101467081162,0.5666776493551321,0.7730035905974595
no_threat_descriptors,6,14127,3172,0.7754654208253698,0.6153822176033369,0.5783189573321461,0.7790551429871847
