target,raw_action,Receive Time,Generate Time,High Res Timestamp,Type,Threat/Content Type,Application,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,IP Protocol,Source Port,Destination Port,Source Country,Destination Country,Threat/Content Name,Category,Severity,Direction,Subcategory of app,Category of app,Technology of app,Risk of app,SaaS of app,Rule
Drop,redacted_action,2026-01-01 00:00:00,2026-01-01 00:00:00,2026-01-01 00:00:00,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_087,destination_port_305,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:01,2026-01-01 00:00:01,2026-01-01 00:00:01,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_427,source_country_033,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:02,2026-01-01 00:00:02,2026-01-01 00:00:02,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_252,destination_port_275,source_country_017,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:03,2026-01-01 00:00:03,2026-01-01 00:00:03,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:04,2026-01-01 00:00:04,2026-01-01 00:00:04,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Allow,redacted_action,2026-01-01 00:00:05,2026-01-01 00:00:05,2026-01-01 00:00:05,redacted_type,threat_type_001,application_003,source_zone_003,destination_zone_001,inbound_interface_missing,outbound_interface_missing,ip_protocol_002,source_port_001,destination_port_001,source_country_014,destination_country_001,threat_name_028,category_001,severity_002,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_002
Drop,redacted_action,2026-01-01 00:00:06,2026-01-01 00:00:06,2026-01-01 00:00:06,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_087,destination_port_020,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:07,2026-01-01 00:00:07,2026-01-01 00:00:07,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_087,destination_port_075,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:08,2026-01-01 00:00:08,2026-01-01 00:00:08,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_028,source_country_031,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Block,redacted_action,2026-01-01 00:00:09,2026-01-01 00:00:09,2026-01-01 00:00:09,redacted_type,threat_type_003,application_001,source_zone_002,destination_zone_001,inbound_interface_002,outbound_interface_001,ip_protocol_003,source_port_095,destination_port_325,source_country_002,destination_country_002,threat_name_036,category_001,severity_001,direction_002,app_subcategory_002,app_category_002,app_technology_002,app_risk_002,app_saas_001,rule_context_003
Drop,redacted_action,2026-01-01 00:00:10,2026-01-01 00:00:10,2026-01-01 00:00:10,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_087,destination_port_063,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:11,2026-01-01 00:00:11,2026-01-01 00:00:11,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:12,2026-01-01 00:00:12,2026-01-01 00:00:12,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_422,source_country_012,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:13,2026-01-01 00:00:13,2026-01-01 00:00:13,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_087,destination_port_428,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:14,2026-01-01 00:00:14,2026-01-01 00:00:14,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_154,source_country_012,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Reset-Both,redacted_action,2026-01-01 00:00:15,2026-01-01 00:00:15,2026-01-01 00:00:15,redacted_type,threat_type_003,application_002,source_zone_002,destination_zone_003,inbound_interface_002,outbound_interface_003,ip_protocol_002,source_port_188,destination_port_098,source_country_002,destination_country_004,threat_name_034,category_001,severity_002,direction_001,app_subcategory_004,app_category_002,app_technology_002,app_risk_001,app_saas_001,rule_context_004
Drop,redacted_action,2026-01-01 00:00:16,2026-01-01 00:00:16,2026-01-01 00:00:16,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Reset-Both,redacted_action,2026-01-01 00:00:17,2026-01-01 00:00:17,2026-01-01 00:00:17,redacted_type,threat_type_003,application_002,source_zone_002,destination_zone_003,inbound_interface_002,outbound_interface_003,ip_protocol_002,source_port_088,destination_port_441,source_country_002,destination_country_012,threat_name_034,category_001,severity_002,direction_001,app_subcategory_004,app_category_002,app_technology_002,app_risk_001,app_saas_001,rule_context_004
Drop,redacted_action,2026-01-01 00:00:18,2026-01-01 00:00:18,2026-01-01 00:00:18,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:19,2026-01-01 00:00:19,2026-01-01 00:00:19,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_119,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Block,redacted_action,2026-01-01 00:00:20,2026-01-01 00:00:20,2026-01-01 00:00:20,redacted_type,threat_type_003,application_001,source_zone_001,destination_zone_003,inbound_interface_001,outbound_interface_003,ip_protocol_003,source_port_118,destination_port_325,source_country_003,destination_country_005,threat_name_009,category_001,severity_006,direction_002,app_subcategory_002,app_category_002,app_technology_002,app_risk_002,app_saas_001,rule_context_001
Reset-Server,redacted_action,2026-01-01 00:00:21,2026-01-01 00:00:21,2026-01-01 00:00:21,redacted_type,threat_type_004,application_006,source_zone_003,destination_zone_001,inbound_interface_003,outbound_interface_001,ip_protocol_002,source_port_115,destination_port_437,source_country_031,destination_country_011,threat_name_013,category_002,severity_006,direction_001,app_subcategory_003,app_category_001,app_technology_001,app_risk_003,app_saas_001,rule_context_006
Allow,redacted_action,2026-01-01 00:00:22,2026-01-01 00:00:22,2026-01-01 00:00:22,redacted_type,threat_type_001,application_003,source_zone_003,destination_zone_001,inbound_interface_missing,outbound_interface_missing,ip_protocol_002,source_port_001,destination_port_001,source_country_014,destination_country_001,threat_name_028,category_001,severity_002,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_002
Block,redacted_action,2026-01-01 00:00:23,2026-01-01 00:00:23,2026-01-01 00:00:23,redacted_type,threat_type_003,application_001,source_zone_001,destination_zone_003,inbound_interface_001,outbound_interface_003,ip_protocol_003,source_port_155,destination_port_325,source_country_003,destination_country_010,threat_name_020,category_001,severity_001,direction_002,app_subcategory_002,app_category_002,app_technology_002,app_risk_002,app_saas_001,rule_context_001
Drop,redacted_action,2026-01-01 00:00:24,2026-01-01 00:00:24,2026-01-01 00:00:24,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_324,source_country_031,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:25,2026-01-01 00:00:25,2026-01-01 00:00:25,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:26,2026-01-01 00:00:26,2026-01-01 00:00:26,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_087,destination_port_321,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Allow,redacted_action,2026-01-01 00:00:27,2026-01-01 00:00:27,2026-01-01 00:00:27,redacted_type,threat_type_001,application_003,source_zone_003,destination_zone_001,inbound_interface_missing,outbound_interface_missing,ip_protocol_002,source_port_001,destination_port_001,source_country_014,destination_country_001,threat_name_028,category_001,severity_002,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_002
Reset-Server,redacted_action,2026-01-01 00:00:28,2026-01-01 00:00:28,2026-01-01 00:00:28,redacted_type,threat_type_004,application_006,source_zone_003,destination_zone_002,inbound_interface_003,outbound_interface_002,ip_protocol_002,source_port_026,destination_port_438,source_country_031,destination_country_011,threat_name_013,category_002,severity_006,direction_001,app_subcategory_003,app_category_001,app_technology_001,app_risk_003,app_saas_001,rule_context_007
Drop,redacted_action,2026-01-01 00:00:29,2026-01-01 00:00:29,2026-01-01 00:00:29,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Block,redacted_action,2026-01-01 00:00:30,2026-01-01 00:00:30,2026-01-01 00:00:30,redacted_type,threat_type_003,application_001,source_zone_002,destination_zone_001,inbound_interface_002,outbound_interface_001,ip_protocol_003,source_port_076,destination_port_325,source_country_002,destination_country_002,threat_name_027,category_001,severity_001,direction_002,app_subcategory_002,app_category_002,app_technology_002,app_risk_002,app_saas_001,rule_context_003
Drop,redacted_action,2026-01-01 00:00:31,2026-01-01 00:00:31,2026-01-01 00:00:31,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:32,2026-01-01 00:00:32,2026-01-01 00:00:32,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_218,destination_port_290,source_country_013,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:33,2026-01-01 00:00:33,2026-01-01 00:00:33,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_086,destination_port_420,source_country_031,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:34,2026-01-01 00:00:34,2026-01-01 00:00:34,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_060,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:35,2026-01-01 00:00:35,2026-01-01 00:00:35,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_193,source_country_031,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:36,2026-01-01 00:00:36,2026-01-01 00:00:36,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Allow,redacted_action,2026-01-01 00:00:37,2026-01-01 00:00:37,2026-01-01 00:00:37,redacted_type,threat_type_001,application_003,source_zone_003,destination_zone_001,inbound_interface_missing,outbound_interface_missing,ip_protocol_002,source_port_001,destination_port_001,source_country_014,destination_country_001,threat_name_028,category_001,severity_002,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_002
Reset-Both,redacted_action,2026-01-01 00:00:38,2026-01-01 00:00:38,2026-01-01 00:00:38,redacted_type,threat_type_003,application_002,source_zone_002,destination_zone_003,inbound_interface_002,outbound_interface_003,ip_protocol_002,source_port_172,destination_port_098,source_country_002,destination_country_004,threat_name_034,category_001,severity_002,direction_001,app_subcategory_004,app_category_002,app_technology_002,app_risk_001,app_saas_001,rule_context_004
Drop,redacted_action,2026-01-01 00:00:39,2026-01-01 00:00:39,2026-01-01 00:00:39,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_232,source_country_005,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Block,redacted_action,2026-01-01 00:00:40,2026-01-01 00:00:40,2026-01-01 00:00:40,redacted_type,threat_type_003,application_001,source_zone_001,destination_zone_003,inbound_interface_001,outbound_interface_003,ip_protocol_003,source_port_243,destination_port_325,source_country_003,destination_country_013,threat_name_037,category_001,severity_001,direction_002,app_subcategory_002,app_category_002,app_technology_002,app_risk_002,app_saas_001,rule_context_001
Drop,redacted_action,2026-01-01 00:00:41,2026-01-01 00:00:41,2026-01-01 00:00:41,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_248,destination_port_264,source_country_018,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:42,2026-01-01 00:00:42,2026-01-01 00:00:42,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_033,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:43,2026-01-01 00:00:43,2026-01-01 00:00:43,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_258,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Reset-Server,redacted_action,2026-01-01 00:00:44,2026-01-01 00:00:44,2026-01-01 00:00:44,redacted_type,threat_type_004,application_006,source_zone_003,destination_zone_001,inbound_interface_003,outbound_interface_001,ip_protocol_002,source_port_152,destination_port_437,source_country_034,destination_country_011,threat_name_035,category_003,severity_006,direction_001,app_subcategory_003,app_category_001,app_technology_001,app_risk_003,app_saas_001,rule_context_005
Drop,redacted_action,2026-01-01 00:00:45,2026-01-01 00:00:45,2026-01-01 00:00:45,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:46,2026-01-01 00:00:46,2026-01-01 00:00:46,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_405,source_country_010,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:47,2026-01-01 00:00:47,2026-01-01 00:00:47,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:48,2026-01-01 00:00:48,2026-01-01 00:00:48,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Allow,redacted_action,2026-01-01 00:00:49,2026-01-01 00:00:49,2026-01-01 00:00:49,redacted_type,threat_type_001,application_003,source_zone_003,destination_zone_001,inbound_interface_missing,outbound_interface_missing,ip_protocol_002,source_port_001,destination_port_001,source_country_014,destination_country_001,threat_name_028,category_001,severity_002,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_002
Allow,redacted_action,2026-01-01 00:00:50,2026-01-01 00:00:50,2026-01-01 00:00:50,redacted_type,threat_type_001,application_003,source_zone_003,destination_zone_001,inbound_interface_missing,outbound_interface_missing,ip_protocol_002,source_port_001,destination_port_001,source_country_014,destination_country_001,threat_name_028,category_001,severity_002,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_002
Drop,redacted_action,2026-01-01 00:00:51,2026-01-01 00:00:51,2026-01-01 00:00:51,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_167,source_country_012,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:52,2026-01-01 00:00:52,2026-01-01 00:00:52,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Reset-Server,redacted_action,2026-01-01 00:00:53,2026-01-01 00:00:53,2026-01-01 00:00:53,redacted_type,threat_type_004,application_006,source_zone_003,destination_zone_002,inbound_interface_003,outbound_interface_002,ip_protocol_002,source_port_221,destination_port_437,source_country_034,destination_country_011,threat_name_035,category_003,severity_006,direction_001,app_subcategory_003,app_category_001,app_technology_001,app_risk_003,app_saas_001,rule_context_007
Drop,redacted_action,2026-01-01 00:00:54,2026-01-01 00:00:54,2026-01-01 00:00:54,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_030,destination_port_084,source_country_012,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Block,redacted_action,2026-01-01 00:00:55,2026-01-01 00:00:55,2026-01-01 00:00:55,redacted_type,threat_type_003,application_001,source_zone_001,destination_zone_003,inbound_interface_001,outbound_interface_003,ip_protocol_003,source_port_203,destination_port_325,source_country_003,destination_country_013,threat_name_037,category_001,severity_001,direction_002,app_subcategory_002,app_category_002,app_technology_002,app_risk_002,app_saas_001,rule_context_001
Drop,redacted_action,2026-01-01 00:00:56,2026-01-01 00:00:56,2026-01-01 00:00:56,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:00:57,2026-01-01 00:00:57,2026-01-01 00:00:57,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_087,destination_port_254,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Allow,redacted_action,2026-01-01 00:00:58,2026-01-01 00:00:58,2026-01-01 00:00:58,redacted_type,threat_type_001,application_003,source_zone_003,destination_zone_003,inbound_interface_missing,outbound_interface_missing,ip_protocol_003,source_port_001,destination_port_001,source_country_001,destination_country_001,threat_name_031,category_001,severity_002,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Reset-Both,redacted_action,2026-01-01 00:00:59,2026-01-01 00:00:59,2026-01-01 00:00:59,redacted_type,threat_type_003,application_002,source_zone_002,destination_zone_003,inbound_interface_002,outbound_interface_003,ip_protocol_002,source_port_192,destination_port_098,source_country_002,destination_country_004,threat_name_034,category_001,severity_002,direction_001,app_subcategory_004,app_category_002,app_technology_002,app_risk_001,app_saas_001,rule_context_004
Drop,redacted_action,2026-01-01 00:01:00,2026-01-01 00:01:00,2026-01-01 00:01:00,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:01:01,2026-01-01 00:01:01,2026-01-01 00:01:01,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_027,destination_port_299,source_country_031,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:01:02,2026-01-01 00:01:02,2026-01-01 00:01:02,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:01:03,2026-01-01 00:01:03,2026-01-01 00:01:03,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_306,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:01:04,2026-01-01 00:01:04,2026-01-01 00:01:04,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_219,source_country_034,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:01:05,2026-01-01 00:01:05,2026-01-01 00:01:05,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_056,destination_port_189,source_country_022,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:01:06,2026-01-01 00:01:06,2026-01-01 00:01:06,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:01:07,2026-01-01 00:01:07,2026-01-01 00:01:07,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_002,source_port_252,destination_port_147,source_country_017,destination_country_011,threat_name_010,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
Drop,redacted_action,2026-01-01 00:01:08,2026-01-01 00:01:08,2026-01-01 00:01:08,redacted_type,threat_type_002,application_003,source_zone_003,destination_zone_003,inbound_interface_003,outbound_interface_missing,ip_protocol_001,source_port_001,destination_port_001,source_country_013,destination_country_011,threat_name_007,category_001,severity_004,direction_001,app_subcategory_005,app_category_003,app_technology_003,app_risk_001,app_saas_001,rule_context_missing
