feature_set,ordinal_macro_f1,permuted_macro_f1_mean,permuted_macro_f1_std,permuted_macro_f1_min,permuted_macro_f1_max,max_abs_macro_f1_delta_vs_ordinal,ordinal_balanced_accuracy,permuted_balanced_accuracy_mean,permuted_balanced_accuracy_min,permuted_balanced_accuracy_max,n_permutations
core,0.9983731211317419,0.9980454501527276,0.0004486819666147964,0.9975539436842062,0.9983731211317419,0.0008191774475356794,0.9993115318416523,0.9987954028093942,0.998021209261007,0.9993115318416523,5
no_threat_descriptors,0.9914190709025397,0.9902732718153949,0.00205741602729894,0.9873699546383584,0.9926430573090684,0.004049116264181252,0.9953908097617605,0.992554587801239,0.9902170808546907,0.9954032483462495,5
