feature_set,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,reset_both_f1_mean,reset_both_f1_std,reset_server_f1_mean,reset_server_f1_std,n_seeds
core,0.9973892392669418,0.0011168439764813324,0.9977950804358977,0.9973306218704308,0.0011802488178690807,0.9900213942528234,0.004407844212699992,10
no_threat_descriptors,0.9879993110505113,0.002145485770066265,0.9928846952644694,0.9955135092560331,0.0012086331708010712,0.9451354050027326,0.009900617396586323,10
